pais,cod_pais,grado,dominio,estimulo,indicador,variable,grupo,asterisco,categoria_1,categoria_2,categoria_3,categoria_4,porcentaje_acuerdo,nota
Argentina,ar,6,Textual,Animales,Concordancia,Sexo,Niñas,0,0.60,2.26,22.00,75.14,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Animales,Concordancia,Ruralidad,Zona Urbana,0,0.79,2.44,21.70,75.07,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Animales,Concordancia,Ruralidad,Zona Rural,0,1.12,05.04,33.50,60.34,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Animales,Concordancia,Nacional,País,1,0.80,2.60,22.50,74.10,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Animales,Vocabulario,Sexo,Niños,0,0.31,0.56,17.81,81.32,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Animales,Vocabulario,Sexo,Niñas,0,0.46,0.65,19.20,79.70,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Animales,Vocabulario,Ruralidad,Zona Urbana,0,0.42,0.65,18.07,80.86,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Animales,Vocabulario,Ruralidad,Zona Rural,0,0.00,0.00,25.14,74.86,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Animales,Vocabulario,Nacional,País,0,0.40,0.60,18.50,80.50,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Carta,Coherencia global,Sexo,Niños,0,0.31,02.01,7.69,89.98,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Carta,Coherencia global,Sexo,Niñas,0,0.12,1.47,8.78,89.63,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Carta,Coherencia global,Ruralidad,Zona Urbana,0,0.14,1.76,7.56,90.55,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Carta,Coherencia global,Ruralidad,Zona Rural,0,1.27,1.44,17.41,79.88,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Carta,Coherencia global,Nacional,País,0,0.20,1.70,8.20,89.80,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Carta,Cohesión,Sexo,Niños,0,2.95,10.12,28.03,58.90,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Carta,Cohesión,Sexo,Niñas,0,2.57,10.44,25.28,61.71,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Carta,Cohesión,Ruralidad,Zona Urbana,0,2.91,9.99,25.71,61.39,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Carta,Cohesión,Ruralidad,Zona Rural,0,0.68,14.17,38.94,46.21,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Carta,Cohesión,Nacional,País,1,2.80,10.30,26.60,60.30,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Carta,Concordancia,Sexo,Niños,0,1.84,9.37,38.55,50.24,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Carta,Concordancia,Sexo,Niñas,0,2.17,11.67,37.72,48.44,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Carta,Concordancia,Ruralidad,Zona Urbana,0,02.06,10.45,37.57,49.93,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Carta,Concordancia,Ruralidad,Zona Rural,0,1.27,11.79,45.62,41.32,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Carta,Concordancia,Nacional,País,0,2.00,10.50,38.10,49.30,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Carta,Vocabulario,Sexo,Niños,0,0.15,0.71,11.66,87.48,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Carta,Vocabulario,Sexo,Niñas,0,0.39,0.86,11.89,86.86,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Carta,Vocabulario,Ruralidad,Zona Urbana,0,0.24,0.84,11.70,87.22,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Carta,Vocabulario,Ruralidad,Zona Rural,0,0.69,0.00,12.84,86.47,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Textual,Carta,Vocabulario,Nacional,País,0,0.30,0.80,11.80,87.20,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Animales,Coherencia global,Sexo,Niños,0,1.34,12.89,32.70,53.06,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Animales,Coherencia global,Sexo,Niñas,0,0.32,8.61,34.05,57.02,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Animales,Coherencia global,Ruralidad,Zona Urbana,0,0.79,9.63,33.40,56.18,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Animales,Coherencia global,Ruralidad,Zona Rural,0,1.31,20.33,33.34,45.01,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Animales,Coherencia global,Nacional,País,0,0.80,10.80,33.40,54.90,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Animales,Cohesión,Sexo,Niños,0,1.11,11.78,37.59,49.53,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Animales,Cohesión,Sexo,Niñas,0,0.20,7.98,36.11,55.71,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Animales,Cohesión,Ruralidad,Zona Urbana,0,0.52,9.17,36.65,53.66,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Animales,Cohesión,Ruralidad,Zona Rural,0,1.83,16.10,38.98,43.09,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Animales,Cohesión,Nacional,País,1,0.70,9.90,36.90,52.50,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Animales,Concordancia,Sexo,Niños,0,3.46,11.65,45.98,38.91,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Animales,Concordancia,Sexo,Niñas,0,3.82,10.28,45.74,40.16,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Animales,Concordancia,Ruralidad,Zona Urbana,0,3.30,10.32,45.45,40.93,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Animales,Concordancia,Ruralidad,Zona Rural,0,6.25,16.30,49.45,28.01,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Animales,Concordancia,Nacional,País,0,3.60,11.00,45.90,39.50,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Animales,Vocabulario,Sexo,Niños,0,0.43,1.99,33.74,63.84,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Animales,Vocabulario,Sexo,Niñas,0,0.08,1.42,28.15,70.35,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Animales,Vocabulario,Ruralidad,Zona Urbana,0,0.29,1.45,29.92,68.34,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Animales,Vocabulario,Ruralidad,Zona Rural,0,0.00,3.86,40.36,55.78,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Animales,Vocabulario,Nacional,País,0,0.30,1.70,31.10,66.90,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Carta,Coherencia global,Sexo,Niños,0,1.42,13.28,32.11,53.18,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Carta,Coherencia global,Sexo,Niñas,0,0.84,11.09,25.81,62.25,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Carta,Coherencia global,Ruralidad,Zona Urbana,0,01.01,11.08,26.80,61.11,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Carta,Coherencia global,Ruralidad,Zona Rural,0,1.94,19.77,43.67,34.62,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Carta,Coherencia global,Nacional,País,1,1.10,12.20,28.90,57.80,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Carta,Cohesión,Sexo,Niños,0,3.39,21.00,40.42,35.18,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Carta,Cohesión,Sexo,Niñas,0,2.23,17.26,33.80,46.71,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Carta,Cohesión,Ruralidad,Zona Urbana,0,1.92,17.83,36.98,43.27,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Carta,Cohesión,Ruralidad,Zona Rural,0,8.94,27.98,37.59,25.49,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Carta,Cohesión,Nacional,País,1,2.80,19.10,37.10,41.10,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Carta,Concordancia,Sexo,Niños,0,0.27,6.12,39.27,54.34,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Carta,Concordancia,Sexo,Niñas,0,1.47,4.61,37.61,56.32,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Carta,Concordancia,Ruralidad,Zona Urbana,0,0.63,5.10,37.85,56.43,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Carta,Concordancia,Ruralidad,Zona Rural,0,2.67,7.11,42.47,47.76,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Carta,Concordancia,Nacional,País,1,0.90,5.30,38.40,55.30,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Carta,Vocabulario,Sexo,Niños,0,1.80,08.05,44.85,45.31,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Carta,Vocabulario,Sexo,Niñas,0,01.03,6.28,38.80,53.90,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Carta,Vocabulario,Ruralidad,Zona Urbana,0,01.04,6.46,40.33,52.17,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Carta,Vocabulario,Ruralidad,Zona Rural,0,3.99,11.92,51.91,32.18,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Textual,Carta,Vocabulario,Nacional,País,1,1.40,7.10,41.80,49.70,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Textual,Animales,Coherencia global,Sexo,Niños,0,0.84,5.19,12.29,81.68,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Textual,Animales,Coherencia global,Sexo,Niñas,0,0.57,4.44,9.77,85.22,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Textual,Animales,Coherencia global,Ruralidad,Zona Urbana,0,0.69,3.90,9.86,85.55,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Textual,Animales,Coherencia global,Ruralidad,Zona Rural,0,0.78,8.38,15.72,75.12,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Textual,Animales,Coherencia global,Nacional,País,0,0.70,4.80,11.10,83.40,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Textual,Animales,Cohesión,Sexo,Niños,0,2.65,36.85,13.98,46.52,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Textual,Animales,Cohesión,Sexo,Niñas,0,2.69,34.60,12.72,49.99,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Textual,Animales,Cohesión,Ruralidad,Zona Urbana,0,02.03,32.60,13.56,51.81,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Textual,Animales,Cohesión,Ruralidad,Zona Rural,0,5.14,47.98,12.64,34.24,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Textual,Animales,Cohesión,Nacional,País,1,2.70,35.80,13.40,48.20,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Textual,Animales,Concordancia,Sexo,Niños,0,1.61,05.01,26.38,66.99,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Textual,Animales,Concordancia,Sexo,Niñas,0,0.70,3.83,25.33,70.14,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Textual,Animales,Concordancia,Ruralidad,Zona Urbana,0,0.90,3.88,24.01,71.20,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Textual,Animales,Concordancia,Ruralidad,Zona Rural,0,2.20,6.58,33.07,58.15,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Textual,Animales,Concordancia,Nacional,País,0,1.20,4.40,25.90,68.50,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Textual,Animales,Vocabulario,Sexo,Niños,0,0.51,0.89,22.71,75.88,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Textual,Animales,Vocabulario,Sexo,Niñas,0,0.44,01.01,18.94,79.61,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Textual,Animales,Vocabulario,Ruralidad,Zona Urbana,0,0.26,0.89,20.00,78.85,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Textual,Animales,Vocabulario,Ruralidad,Zona Rural,0,1.32,1.20,24.27,73.21,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Textual,Animales,Vocabulario,Nacional,País,0,0.50,1.00,20.90,77.70,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Textual,Carta,Coherencia global,Sexo,Niños,0,1.19,02.04,7.44,89.33,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
