pais,cod_pais,grado,dominio,estimulo,indicador,variable,grupo,asterisco,categoria_1,categoria_2,categoria_3,categoria_4,porcentaje_acuerdo,nota
Argentina,ar,6,Discursivo,Animales,Registro,Sexo,Niños,0,3.78,7.95,23.70,64.57,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Discursivo,Animales,Registro,Sexo,Niñas,0,1.87,7.20,22.58,68.34,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Discursivo,Animales,Registro,Ruralidad,Zona Urbana,0,2.75,7.20,23.14,66.91,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Discursivo,Animales,Registro,Ruralidad,Zona Rural,0,03.02,12.47,22.69,61.83,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Discursivo,Animales,Registro,Nacional,País,1,2.80,7.60,23.10,66.60,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Discursivo,Carta,Género,Sexo,Niños,0,7.48,0.54,45.71,46.28,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Discursivo,Carta,Género,Sexo,Niñas,0,9.69,0.34,42.90,47.08,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Discursivo,Carta,Género,Ruralidad,Zona Urbana,0,8.54,0.47,44.01,46.99,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Discursivo,Carta,Género,Ruralidad,Zona Rural,0,9.50,0.00,47.86,42.64,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Discursivo,Carta,Género,Nacional,País,0,8.60,0.40,44.30,46.70,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Discursivo,Carta,Propósito y adecuación a la consigna,Sexo,Niños,0,18.87,18.64,22.83,39.66,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Discursivo,Carta,Propósito y adecuación a la consigna,Sexo,Niñas,0,4.51,28.27,2.78,64.44,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Discursivo,Carta,Propósito y adecuación a la consigna,Ruralidad,Zona Urbana,0,18.87,18.64,22.83,39.66,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Discursivo,Carta,Propósito y adecuación a la consigna,Ruralidad,Zona Rural,0,11.56,27.29,1.12,60.03,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Discursivo,Carta,Propósito y adecuación a la consigna,Nacional,País,0,4.20,29.10,3.00,63.70,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Discursivo,Carta,Registro,Sexo,Niños,0,08.01,18.64,25.33,48.02,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Discursivo,Carta,Registro,Sexo,Niñas,0,12.46,18.64,25.78,43.12,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Discursivo,Carta,Registro,Ruralidad,Zona Urbana,0,10.34,18.85,24.62,46.20,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Discursivo,Carta,Registro,Ruralidad,Zona Rural,0,9.38,15.83,38.19,36.61,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Argentina,ar,6,Discursivo,Carta,Registro,Nacional,País,0,10.30,18.60,25.60,45.50,2.1,"Nota: En los gráficos se excluye el 2.1% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Animales,Género,Sexo,Niños,0,7.24,36.44,31.83,24.48,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Animales,Género,Sexo,Niñas,0,3.98,23.95,33.90,38.18,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Animales,Género,Ruralidad,Zona Urbana,0,5.49,29.02,33.39,32.10,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Animales,Género,Ruralidad,Zona Rural,0,7.11,41.44,28.20,23.25,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Animales,Género,Nacional,País,0,5.70,30.40,32.80,31.10,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Animales,Propósito y adecuación a la consigna,Sexo,Niños,0,9.49,37.03,36.87,16.62,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Animales,Propósito y adecuación a la consigna,Sexo,Niñas,0,4.64,35.81,41.94,17.60,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Animales,Propósito y adecuación a la consigna,Ruralidad,Zona Urbana,0,6.89,35.43,40.00,17.69,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Animales,Propósito y adecuación a la consigna,Ruralidad,Zona Rural,0,9.21,44.34,33.63,12.82,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Animales,Propósito y adecuación a la consigna,Nacional,País,0,7.10,36.40,39.30,17.10,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Animales,Registro,Sexo,Niños,0,3.78,14.93,50.26,31.03,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Animales,Registro,Sexo,Niñas,0,3.70,15.29,47.27,33.73,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Animales,Registro,Ruralidad,Zona Urbana,0,3.64,15.11,48.48,32.76,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Animales,Registro,Ruralidad,Zona Rural,0,4.51,14.96,51.78,28.74,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Animales,Registro,Nacional,País,1,3.70,15.10,48.90,32.30,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Carta,Género,Sexo,Niños,0,8.51,1.12,19.82,70.54,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Carta,Género,Sexo,Niñas,0,8.40,01.01,16.65,73.95,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Carta,Género,Ruralidad,Zona Urbana,0,7.43,0.96,17.01,74.59,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Carta,Género,Ruralidad,Zona Rural,0,15.65,1.78,26.57,56.00,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Carta,Género,Nacional,País,1,8.50,1.10,18.20,72.30,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Carta,Propósito y adecuación a la consigna,Sexo,Niños,0,8.49,30.40,2.70,58.41,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Carta,Propósito y adecuación a la consigna,Sexo,Niñas,0,7.42,26.18,3.39,63.01,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Carta,Propósito y adecuación a la consigna,Ruralidad,Zona Urbana,0,6.84,28.45,03.04,61.67,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Carta,Propósito y adecuación a la consigna,Ruralidad,Zona Rural,0,15.68,26.90,3.12,54.30,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Carta,Propósito y adecuación a la consigna,Nacional,País,1,7.90,28.30,3.10,60.80,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Carta,Registro,Sexo,Niños,0,7.92,17.67,40.13,34.27,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Carta,Registro,Sexo,Niñas,0,10.07,21.60,37.03,31.31,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Carta,Registro,Ruralidad,Zona Urbana,0,7.97,18.87,38.40,34.75,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Carta,Registro,Ruralidad,Zona Rural,0,16.32,25.30,39.59,18.80,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Brasil,br,6,Discursivo,Carta,Registro,Nacional,País,1,9.00,19.70,38.60,32.80,3.7,"Nota: En los gráficos se excluye el 3.7% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Animales,Género,Sexo,Niños,0,05.02,18.28,26.67,50.03,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Animales,Género,Sexo,Niñas,0,4.86,11.04,27.20,56.91,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Animales,Género,Ruralidad,Zona Urbana,0,3.86,13.54,24.90,57.70,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Animales,Género,Ruralidad,Zona Rural,0,9.12,19.45,34.76,36.67,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Animales,Género,Nacional,País,0,4.90,14.80,26.90,53.40,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Animales,Propósito y adecuación a la consigna,Sexo,Niños,0,6.38,11.91,7.53,74.18,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Animales,Propósito y adecuación a la consigna,Sexo,Niñas,0,6.44,8.25,9.77,75.55,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Animales,Propósito y adecuación a la consigna,Ruralidad,Zona Urbana,0,5.30,8.69,8.85,77.15,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Animales,Propósito y adecuación a la consigna,Ruralidad,Zona Rural,0,10.71,15.68,7.70,65.91,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Animales,Propósito y adecuación a la consigna,Nacional,País,0,6.40,10.10,8.60,74.80,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Animales,Registro,Sexo,Niños,0,4.19,6.68,17.65,71.48,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Animales,Registro,Sexo,Niñas,0,3.30,6.59,14.18,75.93,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Animales,Registro,Ruralidad,Zona Urbana,0,3.18,6.36,15.66,74.80,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Animales,Registro,Ruralidad,Zona Rural,0,5.96,7.71,17.14,69.20,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Animales,Registro,Nacional,País,0,3.80,6.60,16.00,73.60,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Carta,Género,Sexo,Niños,0,05.01,0.53,48.73,45.73,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Carta,Género,Sexo,Niñas,0,4.26,0.13,49.97,45.64,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Carta,Género,Ruralidad,Zona Urbana,0,4.82,0.37,46.60,48.21,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Carta,Género,Ruralidad,Zona Rural,0,3.93,0.20,59.48,36.40,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Carta,Género,Nacional,País,0,4.60,0.30,49.40,45.70,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Carta,Propósito y adecuación a la consigna,Sexo,Niños,0,7.73,40.38,0.59,51.30,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Carta,Propósito y adecuación a la consigna,Sexo,Niñas,0,5.97,42.77,0.33,50.93,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Carta,Propósito y adecuación a la consigna,Ruralidad,Zona Urbana,0,6.72,38.94,0.52,53.82,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Carta,Propósito y adecuación a la consigna,Ruralidad,Zona Rural,0,7.26,51.35,0.20,41.18,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Carta,Propósito y adecuación a la consigna,Nacional,País,0,6.80,41.60,0.50,51.10,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Carta,Registro,Sexo,Niños,0,12.82,13.05,20.50,53.63,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Carta,Registro,Sexo,Niñas,0,14.12,19.40,22.27,44.21,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Carta,Registro,Ruralidad,Zona Urbana,0,12.81,16.43,21.99,48.77,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Carta,Registro,Ruralidad,Zona Rural,0,15.94,15.72,19.22,49.13,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Colombia,co,6,Discursivo,Carta,Registro,Nacional,País,0,13.50,16.30,21.40,48.80,1.3,"Nota: En los gráficos se excluye el 1.3% de estudiantes del país cuyas respuestas no pudieron ser codificadas con la rúbrica por estar en blanco, estar en otra lengua o no ser un texto."
Costa Rica,cr,6,Discursivo,Animales,Género,Sexo,Niños,0,05.07,20.79,29.23,44.90,,"Nota: En los gráficos no se excluyen respuestas, pues todas pudieron ser codificadas con la rúbrica."
Costa Rica,cr,6,Discursivo,Animales,Género,Sexo,Niñas,0,3.73,10.96,31.73,53.58,,"Nota: En los gráficos no se excluyen respuestas, pues todas pudieron ser codificadas con la rúbrica."
Costa Rica,cr,6,Discursivo,Animales,Género,Ruralidad,Zona Urbana,0,2.94,15.49,31.68,49.89,,"Nota: En los gráficos no se excluyen respuestas, pues todas pudieron ser codificadas con la rúbrica."
Costa Rica,cr,6,Discursivo,Animales,Género,Ruralidad,Zona Rural,0,8.32,16.50,27.31,47.88,,"Nota: En los gráficos no se excluyen respuestas, pues todas pudieron ser codificadas con la rúbrica."
Costa Rica,cr,6,Discursivo,Animales,Género,Nacional,País,0,4.40,15.80,30.50,49.30,,"Nota: En los gráficos no se excluyen respuestas, pues todas pudieron ser codificadas con la rúbrica."
Costa Rica,cr,6,Discursivo,Animales,Propósito y adecuación a la consigna,Sexo,Niños,0,6.83,11.43,27.08,54.67,,"Nota: En los gráficos no se excluyen respuestas, pues todas pudieron ser codificadas con la rúbrica."
Costa Rica,cr,6,Discursivo,Animales,Propósito y adecuación a la consigna,Sexo,Niñas,0,4.32,9.10,25.06,61.52,,"Nota: En los gráficos no se excluyen respuestas, pues todas pudieron ser codificadas con la rúbrica."
Costa Rica,cr,6,Discursivo,Animales,Propósito y adecuación a la consigna,Ruralidad,Zona Urbana,0,4.39,9.45,25.21,60.94,,"Nota: En los gráficos no se excluyen respuestas, pues todas pudieron ser codificadas con la rúbrica."
Costa Rica,cr,6,Discursivo,Animales,Propósito y adecuación a la consigna,Ruralidad,Zona Rural,0,8.68,12.37,28.31,50.64,,"Nota: En los gráficos no se excluyen respuestas, pues todas pudieron ser codificadas con la rúbrica."
Costa Rica,cr,6,Discursivo,Animales,Propósito y adecuación a la consigna,Nacional,País,0,5.50,10.20,26.00,58.20,,"Nota: En los gráficos no se excluyen respuestas, pues todas pudieron ser codificadas con la rúbrica."
Costa Rica,cr,6,Discursivo,Animales,Registro,Sexo,Niños,0,1.41,4.22,19.26,75.12,,"Nota: En los gráficos no se excluyen respuestas, pues todas pudieron ser codificadas con la rúbrica."
Costa Rica,cr,6,Discursivo,Animales,Registro,Sexo,Niñas,0,0.74,3.42,16.76,79.07,,"Nota: En los gráficos no se excluyen respuestas, pues todas pudieron ser codificadas con la rúbrica."
